heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
tempera_simulada,15,10,1,0,01,42,85,0,8
tempera_simulada,15,10,2,0,00,40,110,0,8
tempera_simulada,15,10,3,0,00,41,131,0,8
tempera_simulada,15,10,4,0,00,43,145,0,8
tempera_simulada,15,10,5,0,00,41,129,0,8
tempera_simulada,15,10,6,0,00,41,170,0,8
tempera_simulada,15,10,7,0,00,41,122,0,8
tempera_simulada,15,10,8,0,00,43,134,0,8
tempera_simulada,15,10,9,0,00,43,97,0,8
tempera_simulada,15,10,10,0,00,40,102,0,8
tempera_simulada,15,10,1,0,00,56,100,0,85
tempera_simulada,15,10,2,0,00,58,122,0,85
tempera_simulada,15,10,3,0,00,55,102,0,85
tempera_simulada,15,10,4,0,00,58,132,0,85
tempera_simulada,15,10,5,0,00,57,132,0,85
tempera_simulada,15,10,6,0,00,54,95,0,85
tempera_simulada,15,10,7,0,00,60,115,0,85
tempera_simulada,15,10,8,0,00,59,188,0,85
tempera_simulada,15,10,9,0,00,57,134,0,85
tempera_simulada,15,10,10,0,00,55,105,0,85
tempera_simulada,15,10,1,0,00,89,146,0,9
tempera_simulada,15,10,2,0,00,84,97,0,9
tempera_simulada,15,10,3,0,00,88,118,0,9
tempera_simulada,15,10,4,0,00,91,126,0,9
tempera_simulada,15,10,5,0,00,90,140,0,9
tempera_simulada,15,10,6,0,00,86,97,0,9
tempera_simulada,15,10,7,0,00,91,150,0,9
tempera_simulada,15,10,8,0,00,86,97,0,9
tempera_simulada,15,10,9,0,00,86,112,0,9
tempera_simulada,15,10,10,0,00,87,97,0,9
tempera_simulada,15,10,1,0,00,181,97,0,95
tempera_simulada,15,10,2,0,00,171,109,0,95
tempera_simulada,15,10,3,0,00,178,101,0,95
tempera_simulada,15,10,4,0,00,184,105,0,95
tempera_simulada,15,10,5,0,00,182,118,0,95
tempera_simulada,15,10,6,0,00,185,110,0,95
tempera_simulada,15,10,7,0,00,181,100,0,95
tempera_simulada,15,10,8,0,00,184,122,0,95
tempera_simulada,15,10,9,0,00,186,101,0,95
tempera_simulada,15,10,10,0,00,177,107,0,95
tempera_simulada,15,10,1,0,00,953,115,0,99
tempera_simulada,15,10,2,0,00,909,104,0,99
tempera_simulada,15,10,3,0,00,915,96,0,99
tempera_simulada,15,10,4,0,00,943,109,0,99
tempera_simulada,15,10,5,0,00,920,94,0,99
tempera_simulada,15,10,6,0,00,946,90,0,99
tempera_simulada,15,10,7,0,00,897,93,0,99
tempera_simulada,15,10,8,0,00,954,131,0,99
tempera_simulada,15,10,9,0,00,877,88,0,99
tempera_simulada,15,10,10,0,00,877,84,0,99
tempera_simulada,20,10,1,0,00,41,134,0,8
tempera_simulada,20,10,2,0,00,41,158,0,8
tempera_simulada,20,10,3,0,00,41,150,0,8
tempera_simulada,20,10,4,0,00,45,196,0,8
tempera_simulada,20,10,5,0,00,43,147,0,8
tempera_simulada,20,10,6,0,00,42,121,0,8
tempera_simulada,20,10,7,0,00,43,171,0,8
tempera_simulada,20,10,8,0,00,44,142,0,8
tempera_simulada,20,10,9,0,00,44,167,0,8
tempera_simulada,20,10,10,0,00,43,214,0,8
tempera_simulada,20,10,1,0,00,58,134,0,85
tempera_simulada,20,10,2,0,00,56,137,0,85
tempera_simulada,20,10,3,0,00,58,120,0,85
tempera_simulada,20,10,4,0,00,57,119,0,85
tempera_simulada,20,10,5,0,00,56,160,0,85
tempera_simulada,20,10,6,0,00,57,153,0,85
tempera_simulada,20,10,7,0,00,58,103,0,85
tempera_simulada,20,10,8,0,00,60,181,0,85
tempera_simulada,20,10,9,0,00,58,142,0,85
tempera_simulada,20,10,10,0,00,56,130,0,85
tempera_simulada,20,10,1,0,00,87,128,0,9
tempera_simulada,20,10,2,0,00,88,169,0,9
tempera_simulada,20,10,3,0,00,90,193,0,9
tempera_simulada,20,10,4,0,00,89,123,0,9
tempera_simulada,20,10,5,0,00,91,150,0,9
tempera_simulada,20,10,6,0,00,89,151,0,9
tempera_simulada,20,10,7,0,00,90,136,0,9
tempera_simulada,20,10,8,0,00,91,123,0,9
tempera_simulada,20,10,9,0,00,89,101,0,9
tempera_simulada,20,10,10,0,00,87,118,0,9
tempera_simulada,20,10,1,0,00,183,156,0,95
tempera_simulada,20,10,2,0,00,182,168,0,95
tempera_simulada,20,10,3,0,00,188,143,0,95
tempera_simulada,20,10,4,0,00,193,147,0,95
tempera_simulada,20,10,5,0,00,189,133,0,95
tempera_simulada,20,10,6,0,00,174,116,0,95
tempera_simulada,20,10,7,0,00,180,124,0,95
tempera_simulada,20,10,8,0,00,196,161,0,95
tempera_simulada,20,10,9,0,00,181,153,0,95
tempera_simulada,20,10,10,0,00,179,157,0,95
tempera_simulada,20,10,1,0,00,918,117,0,99
tempera_simulada,20,10,2,0,00,929,101,0,99
tempera_simulada,20,10,3,0,00,933,137,0,99
tempera_simulada,20,10,4,0,00,958,128,0,99
tempera_simulada,20,10,5,0,00,954,160,0,99
tempera_simulada,20,10,6,0,00,879,98,0,99
tempera_simulada,20,10,7,0,00,951,143,0,99
tempera_simulada,20,10,8,0,00,936,114,0,99
tempera_simulada,20,10,9,0,00,936,97,0,99
tempera_simulada,20,10,10,0,00,916,152,0,99
tempera_simulada,30,20,1,0,00,43,166,0,8
tempera_simulada,30,20,2,0,00,43,186,0,8
tempera_simulada,30,20,3,0,00,43,140,0,8
tempera_simulada,30,20,4,0,00,43,199,0,8
tempera_simulada,30,20,5,0,00,44,171,0,8
tempera_simulada,30,20,6,0,00,42,161,0,8
tempera_simulada,30,20,7,0,00,42,148,0,8
tempera_simulada,30,20,8,0,00,42,175,0,8
tempera_simulada,30,20,9,0,00,42,143,0,8
tempera_simulada,30,20,10,0,00,43,183,0,8
tempera_simulada,30,20,1,0,00,59,216,0,85
tempera_simulada,30,20,2,0,00,59,141,0,85
tempera_simulada,30,20,3,0,00,58,162,0,85
tempera_simulada,30,20,4,0,00,59,155,0,85
tempera_simulada,30,20,5,0,00,58,129,0,85
tempera_simulada,30,20,6,0,00,58,168,0,85
tempera_simulada,30,20,7,0,00,58,132,0,85
tempera_simulada,30,20,8,0,00,57,124,0,85
tempera_simulada,30,20,9,0,00,56,148,0,85
tempera_simulada,30,20,10,0,00,56,146,0,85
tempera_simulada,30,20,1,0,00,92,133,0,9
tempera_simulada,30,20,2,0,00,90,158,0,9
tempera_simulada,30,20,3,0,00,93,181,0,9
tempera_simulada,30,20,4,0,00,90,156,0,9
tempera_simulada,30,20,5,0,00,91,171,0,9
tempera_simulada,30,20,6,0,00,87,132,0,9
tempera_simulada,30,20,7,0,00,90,161,0,9
tempera_simulada,30,20,8,0,00,91,125,0,9
tempera_simulada,30,20,9,0,00,87,131,0,9
tempera_simulada,30,20,10,0,00,90,156,0,9
tempera_simulada,30,20,1,0,00,180,100,0,95
tempera_simulada,30,20,2,0,00,189,166,0,95
tempera_simulada,30,20,3,0,00,184,141,0,95
tempera_simulada,30,20,4,0,00,191,102,0,95
tempera_simulada,30,20,5,0,00,188,136,0,95
tempera_simulada,30,20,6,0,00,187,137,0,95
tempera_simulada,30,20,7,0,00,176,99,0,95
tempera_simulada,30,20,8,0,00,183,172,0,95
tempera_simulada,30,20,9,0,00,171,115,0,95
tempera_simulada,30,20,10,0,00,178,122,0,95
tempera_simulada,30,20,1,0,00,930,101,0,99
tempera_simulada,30,20,2,0,00,905,100,0,99
tempera_simulada,30,20,3,0,00,913,99,0,99
tempera_simulada,30,20,4,0,00,936,97,0,99
tempera_simulada,30,20,5,0,00,968,130,0,99
tempera_simulada,30,20,6,0,00,945,107,0,99
tempera_simulada,30,20,7,0,00,920,100,0,99
tempera_simulada,30,20,8,0,00,955,115,0,99
tempera_simulada,30,20,9,0,00,897,98,0,99
tempera_simulada,30,20,10,0,00,916,104,0,99
tempera_simulada,40,20,1,0,00,44,263,0,8
